IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IP_PROP459
14574;ТОП 10 ЛАЙФХАКОВ для питбайкера;Y;"В этом видео мы расскажем вам о самых популярных лайфхаках для питбайка или эндуро мотоцикла! Мы взяли питбайк BSE EX 125 и на нём вам покажем как облегчить многие задачи связанные с питбайком или эндуриком.

1. Как правильно устанавливать рычаги управления на питбайке? Какие рычаги лучше поставить?
2. Как надеть грипсу на руль? Как с помощью колы надеть грипсу?
3. Как мыть питбайк? Что надо закрыть перед мойкой мотоцикла?
4. Как следить за графикой на мотоцикле? Как клеить графику?
5. Как подрезать шашку на кроссовой резине? Как увеличить держак на питбайке?
6. Как буксировать мотоцикл?
7. Подточи зубья на подножках, чтобы улучшить контроль байка!
8. Как снять цепь на питбайке? Как снять замок цепи на мотоцикле?
9. Что делать если питбайк не заводится?
10. Как правильно заводить питбайк?

Обо всём этом мы расскажем в этом видео!
Всем приятного просмотра ;)";text;top-10-layfkhakov-dlya-pitbaykera;https://www.youtube.com/embed/xUI_Nui_fg4
14575;ПОДАРИЛ КВАДРОЦИКЛ дочке!;Y;"Одно из самых душевных видео на нашем канале!
Артём из Enduro DMD подарил своей дочке детский электро квадроцикл Apollo RFZ E-Kitty мощностью 1000W. По-нашему мнению, это один из лучших вариантов для подарка ребенку!
Квадрик имеет электродвигатель на 1000W, детский контроль, имеется задний ход, максимальная скорость детского вездехода 20 км/ч.
Но помимо квадрика в качестве подарка можно выбрать и электро питбайк, например, BUTCH X1 или X2. А если нужна бензиновая техника, то Apollo RXF Mini 50, Kayo LF 110, Kayo Mini 125EM, YCF 50A, JMC 110s.

Всем приятного просмотра!";text;podaril-kvadrotsikl-dochke;https://www.youtube.com/embed/yd72bqPsXAg
14576;Наш самый жёсткий эндуро прохват. Страдали ВСЕ!;Y;"Одно из самых трешовых видео про грязные эндуро покатушки!
На этот раз мы решили поехать в самые жёсткие места для прохвата. Было много падений, большинство участников падали в грязь, падали со склонов, застревали, мучались по полной.
Больше всех страдали питбайки, особенно YCF Pilot на колёсах 12/10. Эндурики полностью были готовы к эндуро, но не все доехали до конца маршрута.
Если ты собираешься на эндуро прохват, будь готов поймать курву или попасть в грязевое болото. Участники ушатали свои мотоциклы, питбайки страдали больше всех, японец или китаец? Было непонятно.
В этом видео ты увидишь всё: грязные покатушки на эндуро мотоциклах, жёсткое эндуро на питбайках и падения. Было много участников на питбайках разных брендов с двигателями yx125 и на китайских эндуриках на 172 моторе zongshen: jmc 250 frr, jmc fr 250, bse z1-150, motoland xt 250, regulmoto aqua enduro 250, kayo k1, avantis 250 enduro, bse z5, apollo rxf freeride 140, kayo 125, ycf bigy 125, wels 140, bse mx 125.
Всем приятного просмотра!";text;nash-samyy-zhyestkiy-enduro-prokhvat-stradali-vse;https://www.youtube.com/embed/im-qrQeGZNU
14577;Даем БЕСПЛАТНО кататься на питбайке на льду и на GR8 на мото гусенице. Разыграли 15 тысяч!;Y;"В минувшие выходные 12 февраля у нас прошла тусовка МотоЛёд на льду возле ТЦ Формула Х 
Мы устроили бесплатный тест-драйв питбайка BSE EX 125 с шипованной резиной MITAS, дрифт-трайка на базе JMC 110s и гусеничного комплекта Рино, установленного на GR8 300 
А также разыграли ТРИ денежных сертификата по 5.000₽ от ТЦ Формула Х
Спасибо всем, кто приехал!
Надеемся, что всем понравилось! 

Мотогусеницу Рино кстати можно купить в наших салонах PITLAND. Обращайтесь!

День выдался насыщенным. Все прокатились на технике, поучаствовали в челендже «кто медленнее проедет 5м получит 5000 руб»
Было много участников на своей технике: Wels 140, SSR 140, JMC 160 MXR V3.0, Suzuki RM-Z 250, Kayo 125, BSE PH125 и другие
Пару раз мы чуть не провались под лёд на питбайках! 
Лёд тает, весна приходит и мы уже очень ждём следующей питбайк тусовки!";text;daem-besplatno-katatsya-na-pitbayke-na-ldu-i-na-gr8-na-moto-gusenitse-razygrali-15-tysyach;https://www.youtube.com/embed/fxWkYWMMu9M
14607;Топовый и Бюджетный экип для мотокросса и эндуро. Разбираемся!;Y;"В этом видео мы подберем дешевую и дорогую мотоциклетную экипировку для мотокросса для питбайкера и эндуриста, и расскажем обо всех тонкостях кроссового экипа для новичков и профессионалов. Шлем, наколенники, налокотники, панцирь, черепаха, кроссовые очки, джерси, бюджетная, топовая - постараемся закрыть все твои вопросы в части экипа!
Покажем весь ассортимент, который есть в наших салонах: мотоботы Fox Racing Instinct, Fly Racing FR5, Gaerne SG12, RYO Racing, Ataki, защита тела Fox Racing, топовый кроссовый панцирь Leatt 6.5, бюджетные наколенники Madbull и топовые брейсы POD K4
Ответим на главные вопросы: стоитли переплачивать за экипировку? В чём разница брейсов и обычных наколенников, что такое DOT и ECE-R? и наконец, зачем нужны мотоботы, если можно ездить в кроссовках?!
На эти и другие вопросы мы ответим в этом видео!
Всем приятного просмотра ;)";text;topovyy-i-byudzhetnyy-ekip-dlya-motokrossa-i-enduro-razbiraemsya;https://www.youtube.com/embed/mSC6uCvJVOs
14622;ЧЕТЫРЕ гонки на ЧЕТЫРЕХ разных эндуро мотоциклах. Он стал чемпионом 2021!;Y;"Ты когда-нибудь был на соревнованиях по мотокроссу? В этом видео ты увидишь всё!
В мотосезоне 2021 Рушан участвовал во всех этапах чемпионата России по мотокроссу на китайских эндуриках. 
Гонки проходили как в жёстких и грязных условиях, так и в пыльную жаркую погоду. Рушан проехал на самых популярных китайских эндуриках: WELS MZK 250, XMOTOS 250 PRO, BSE Z10 300cc, JMC FR 250. Он прошёл целое испытание. Боролся с байками, не обходилось и без падений, пробитой вилки, гнутых спиц от сильных ударов, но он справился и стал чемпионом 2021 года в классе ""КИТАЙ воздушки 250"". 
Помимо мотоциклов было много участников и на питбайках: JMC 160 MXR, Kayo Evolution 125, Apollo RXF Freeride 150, YCF SP3, BSE MX 125, Avantis Enduro 250 и много кастомных питов с подвесками от КТМ.
Специально для Вас мы отсняли весь наш мотосезон 2021. Всем приятного просмотра!";text;chetyre-gonki-na-chetyrekh-raznykh-enduro-mototsiklakh-on-stal-chempionom-2021;https://www.youtube.com/embed/8yDHEBaCiKE
15144;Всё о китайских моторах для эндуро мотоциклов!;Y;"Ты когда нибудь задавился вопросом: Что из себя представляют китайские двигатели для эндуриков?
В этом видео мы Вам расскажем всё о китайских двигателях Zongshen для эндуриков.
Перед покупкой мотоцикла надо определиться с кубатурой: 250, 300 или 450. Мотор водяного охлаждения или воздушного. С балансировочным валом или без. Количество передач в КПП двигателя. Запуск с кик-стартера или с электростартера.
Дальше мы переходим к моделе двигателя.
Самый бюджетный, самый простой и один из самых надёжных - ZS166FMM. Мотор воздушного охлаждения объемом 250сс - это самый надёжный ZS 172FMM. Водянка объёмом 286сс с 4 клапанами - Зонгшен 174 MN-3. Один из самых мощных китайских двигателей водяного охлаждения - 177MM. И наконец топовый китайский мотор мощностью 38лс - 194MQ.

А ты знал что на 172 двигатель можно поставить 4 клапанную гбц как на BSE Z10? За небольшую сумму можно здорово увеличить мощность мотора!

Смотри видео и узнаёшь много нового о китайских моторах для эндуро мотоциклов!
Приятного просмотра ;)";text;vsye-o-kitayskikh-motorakh-dlya-enduro-mototsiklov;https://www.youtube.com/embed/h0VZ7sWSmEA
15145;Они стали ещё лучше! Обзор эндуро мотоциклов HASKY F5 и F6;Y;"Встречайте обновленные китайские эндуро HASKY F5 250, HASKY F6 300 и HASKY F7 300 2022 года!
Мы взяли два байка. ХАСКИ Ф5 на двигателе Zongshen 172 и ХАСКИ F6 на 172 двигателе с увеличенной ГБЦ на 300 кубов! И поехали в снежный прохват.
После первых километров становится ясно, что проходимость у эндурика гораздо лучше чем у питбайка, но в то же время питбайк легкий и его легче достать если застрял. Эндурик же намного тяжелее и если ты застрянешь, то столкнёшься с массой проблем. Но эндуро мотоцикл более тяговитый и если ты продвинутый райдер, то проедешь даже по болоту!
Также главный плюс питбайка - это манёвренность. Эндурик же более валкий и неопытный райдер будет здорово с ним мучаться. Но всё же - каждому своё!
Поэтому мы напримере наших райдеров окажем на что способны китайские эндурики в снегу. Застрянет ли мотоцикл по сиденье или проедет?
Мотоциклы были отлично подготовлены: установлена резина с хорошей шашкой и отличным грунтозацепом, регулируемые подвески SCZ, руль Renthal Twinwall, крепкие алюминиевые колёса 21/18. Не хватало только мото гусеницы Timbersled!

В этом видео ты увидишь всё: трешовые покатушки на эндуро мотоциклах HASKY, жёсткие испытания в снегу и падения.
Музыка";text;oni-stali-eshchye-luchshe-obzor-enduro-mototsiklov-hasky-f5-i-f6;https://www.youtube.com/embed/WXf0-pm2ooA
15192;Чем питбайк лучше эндурика? Все плюсы и минусы;Y;"В этом видео мы снова разбираемся в самом актуальном вопросе: Что выбрать? Питбайк или эндуро мотоцикл?
Давайте разбираться!
Питбайк подходит детям, подросткам и взрослым невысокого роста. Пит позволит обучиться всем азам управления кроссового мотоцикла. Китайский питбайк очень бюджетный и даже школьник может накопить на пит. Ну а в чем главное преимущество питбайка перед эндуриком? Это управляемость. Питбайк более маневренный и динамичный. Китайские питы недорогие в обслуживании и считаются достаточно надёжной техники. Какую технику выбрать с бюджетом до 100.000руб? Конечно же питбайк!
Что такое эндуро мотоцикл и с чем его едят? Это полноразмерный мотоцикл, схож с байком кроссового типа. Китайских эндуриков до 200.000руб. очень много. Эндуро байки оснащены как двигателями воздушного охлаждения (172FMM), так и водяного (174MN-3, 177MM, 194MQ). Чем эндурик лучше питбайка? Для многих ответ очевиден: конечно же, он более проходимый засчет больших колёс 21/18 и мощного двигателя! Но есть и минусы. Мотоцикла типа эндуро не влезут в багажник авто, могут возникнуть проблемы с хранением на даче, либо же он будет просто напросто высоким для тебя во внедорожной обстановке. А вытащить эндурик из грязи человеку неподготовленному - ох как непросто :)
И наконец, что выбрать для гонок? Мы специально поехали на кроссовый трек на питбайке JMC 160 MXR V3.0 на колесах 17/14 и разобрались!
Кто победит на гоночном треке: питбайк или эндуро мотоцикл? Смотри в выпуске ;)
Всем приятного просмотра!";text;chem-pitbayk-luchshe-endurika-vse-plyusy-i-minusy;https://www.youtube.com/embed/g1yNk5-ut5U
25035;ТО в ЧЕТЫРЕ действия! Правильное обслуживание эндуро мотоцикла;Y;"Всем привет! В этом выпуске мы Вам расскажем про то как продлить жизнь китайскому эндуро мотоциклу. Мы его полностью обслужим. Это видео будет полезно всем начинающим эндуристам. Как починить питбайк или эндурик в домашних условиях или в гараже? Сегодня Вам всё расскажем ;)
Разберёмся в следующем:
1. Как заменить масло в кроссовом мотоцикле или питбайке
2. Как натянуть приводную цепь и как понять что цепь натянута
3. Как правильно протягивать эндурик
4. Как пропитать воздушный фильтр";text;to-v-chetyre-deystviya-pravilnoe-obsluzhivanie-enduro-mototsikla;https://www.youtube.com/embed/Snb3jnWK5xI
25053;Бюджетный питбайк для школьника. Что купить в 2022 году?;Y;"В этом выпуске мы сделаем обзор на питбайки которые можно купить в 2021 году: BSE MX 125, WELS RT 125, PROGASI SMART 125, FULL CREW FC 125E и KAYO MINI 125. Все эти питбайки оснащены надёжными двигателями YX 125, карбюраторами NIBBI и JING KE, колёсами 12/14 и 17/14 для эндуро. Ну и давайте наконец ответим на главные вопросы: За сколько можно купить питбайк в 2022 году? Какой питбайк самый надёжный? Какой питбайк самый бюджетный? Чем отличается BSE от KAYO? Лучший питбайк для школьника? И нужна ли регулируемая подвеска на бюджетном питбайк?
Каждый питбайк хороший по-своему: на BSE и JMC гоняют по трекам, на KAYO и PROGASI эндурят в лесах. А можно ли жёстко эндурить на новинке 2022 года WELS RT 125?
Мы считаем, что БСЕ, КАЙО, ПРОГАСИ и ВЕЛС самые популярные питбайки в России на двигателе YX 125 и карбюраторе НИББИ, алюминиевых колёсах 17/14 и со светодиодной фарой. И не мало важные вопросы: подойдут ли питбайки для хард эндуро? для жёстких прохватов или мотокросса? Можно ли на питбайке заявится на эндуро гонку? 
Обязательно смотри видос, в нём мы расскажем много интересного про бюджетные китайские питбайки!";text;byudzhetnyy-pitbayk-dlya-shkolnika-chto-kupit-v-2022-godu;https://www.youtube.com/embed/NvWJQ6QRr7w
25054;Самые топовые Эндуро Мотоциклы в 2022 году BHR racing, Avantis, PROGASI, BSE, BRZ;Y;"В сегодняшнем видео мы сделаем обзор самых популярных и топовых китайских эндуриков 2022 года!
В этот топ войдут:
1. PROGASI HARDCORE 450
2. PROGASI RACE 300
3. BSE M8 450
4. BSE RTC 300
5. BRZ X6M 250
6. BHR Racing 450
7. BHR Racing 300
8. AVANTIS ENDURO 300 PRO EFI EXCLUSIVE

Эти мотоциклы завоевали своё доверие среди клиентов за счёт надёжных комплектующих. Двигатели Zhongshen 172 воздушного охлаждения, новейший 182 мотор воздушка с БИГ БОРОМ, ZS177 водяного охлаждения и конечно же самый мощный двигатель 194MQ, мощность которого достигает 38лс. Также рассмотрим одновальные и двухвальные двигатели. На эндуриках установлены качественные карбюраторы NIBBI RACING (а некоторые даже дополнены ускорительным насосом), светодиодный головной свет, топовые регулируемые подвески KKE, KYB, ARS или SZC.
Эти байки полностью готовы к грязному и жесткому эндуро!
Можно ли их назвать самыми лучшими эндуро мотоциклами 2022 года? За сколько сейчас можно купить надёжный китайский мотоцикл для хард эндуро? 
Сколько проживет китайский эндурик? Дорого ли стоит обслуживание эндуро мотоцикла?
Узнаете в этом выпуске ;)
Всем приятного просмотра!";text;samye-topovye-enduro-mototsikly-v-2022-godu-bhr-racing-avantis-progasi-bse-brz;https://www.youtube.com/embed/mzlJphFRC-s
25055;Эндурик против питбайка на прохвате! Кто проедет маршрут первым!?;Y;"Это было жестко! Самый сложный прохват на котором мы только были!
На этот раз мы решили поехать в самые мучительные и грязные места для прохвата. Мы взяли три китайских байка: самый маленький питбайк JMC 110s 10/12 на полуавтомате, BSE EX 125 17/14 на механике и самый надёжный мотоцикл на двигателе 172FMM JMC 250 FRR 21/18. Было много падений, большинство участников падали в грязь, падали со склонов, застревали, мучались по полной.
Больше всех страдали питбайки, особенно BSE EX 125. Эндурики полностью были готовы к эндуро, но не все доехали до конца маршрута.
Если ты собираешься на эндуро прохват, будь готов поймать курву, улететь через бревно или застрять в болоте. Участники ушатали свои мотоциклы, питбайки страдали больше всех, кто круче: эндуро мотоцикл или питбайк? Было непонятно.
В этом видео ты увидишь всё: грязные покатушки на эндуро байках, жёсткое эндуро на питбайках и падения. Было много участников на питбайках разных брендов с двигателями yx125 и на китайских эндуриках на 182 и 172 моторах zongshen: Hasky F5 250, KTM SX F 250, jmc 250 frr, jmc fr 250, bse z1-150, regulmoto aqua enduro 250, kayo k1, avantis 250 enduro, bse z5, apollo rxf freeride 140, kayo 125, ycf bigy 125, wels 140, bse mx 125.
Всем приятного просмотра!";text;endurik-protiv-pitbayka-na-prokhvate-kto-proedet-marshrut-pervym-;https://www.youtube.com/embed/3evzSynl7NE
25056;Детский электро БАГГИ против взрослого. Обзор и тест драйв RAPID 7.;Y;"Всем привет! Существует много детских багги бензиновых Ataki, Shanghai Rxl 603, Motoleader, Hisun 300, КТА К5, Polaris ACE 150 и тд. Но в этом выпуске мы раскроем тему будущего, детского будущего! Расскажем вам о новейших электро, детскиих багги RAPID 7. Стоит ли покупать электро багги в 2022 году?  Тестировать его мы будем как на асфальте, так и по переченной месности, так же попробуем покорить склон. Наша цель - показать, стоит ли переходить на электро двигатель. Неужели настало электро будущеее? Теперь никто не будет будить соседей прямотоком?) Вы спросите: Сколько заряда держит аккумулятор электро багги? Какой запас хода у электрички? Какую скорость развивает эта электро техника? Безопасна ли она для вашего ребенка?  Где купить такой багги будущего? Какие плюсы и минусы у багги RAPID 7?  Вообщем меньше слов, больше дел, на все эти вопросы мы ответим в видео! И да ребят, дайте обратную связь в комментарии плиз. Всем приятного просмотра ;)";text;detskiy-elektro-baggi-protiv-vzroslogo-obzor-i-test-drayv-rapid-7;https://www.youtube.com/embed/sa89vYoPEKU
25057;Выбираем лучший эндурик до 200 тысяч! BRZ, BSE, JMC, ATAKI, HASKY;Y;"В сегодняшнем видео мы сделаем обзор китайских эндуриков до 200 тысяч 2022 года!
В этот список войдут:
1. BSE Z1-150e
2. BRZ X5 LITE
3. ATAKI DR 250
4. HASKY F5 250
5. JMC FR 250
6. ZUUM HOPPER 250
7. BSE Z3 250e
8. XMOTOS RACER 250 PRO
9. GR2 OPTIMUM NT 250

Эти мотоциклы завоевали своё доверие среди клиентов за счёт надёжных комплектующих. Двигатели Zhongshen 172FMM-3A воздушного охлаждения, новейший мотор PR250, воздушки zs169fmm и zs166fmi. Также рассмотрим эндурики с ПТС до 200 тыс. На всех эндуриках установлены качественные карбюраторы NIBBI RACING (а некоторые даже дополнены ускорительным насосом), светодиодный головной свет, топовые регулируемые подвески KKE, KYB, ARS или SZC с прогрессией.
Эти байки полностью готовы к грязному любительскому эндуро!
Можно ли их назвать самыми лучшими бюджетными мотоциклами 2022 года? За сколько сейчас можно купить надёжный китайский мотоцикл для хард эндуро? 
Сколько проживет китайский эндурик? Дорого ли стоит обслуживание эндуро мотоцикла?
Узнаете в этом выпуске ;)
Всем приятного просмотра!";text;vybiraem-luchshiy-endurik-do-200-tysyach-brz-bse-jmc-ataki-hasky;https://www.youtube.com/embed/-HDS2d2Fw2s
25058;Нашли самый мощный эндурик 2022 года! Обзор мотоциклов PROGASI;Y;"В сегодняшнем видео мы сделаем обзор одних из самых популярных и топовых китайских эндуриков PROGASI 2022 года!
А в конце видео ты увидишь полноценный тест-драйв этих байков!
В этом видео представлены модели:
1. PROGASI HARDCORE 450
2. PROGASI RACE 300
3. PROGASI SMART MAX 150
4. PROGASI SUPER MAX 250

Эти мотоциклы завоевали своё доверие среди клиентов за счёт надёжных комплектующих. Популярные и налётные двигатели Zongshen 172FMM-3A воздушного охлаждения, самые мощные китайские водянки 194MQ серии NC объёмом 450 кубов, новейшая воздушка zs182 на 300с, и всеми известный надежный мотор zs162 воздушного охлаждения. Мы подобрали байки как для продвинутых райдеров, так и для новичков. На всех эндуриках установлены качественные карбюраторы NIBBI RACING (а некоторые даже дополнены ускорительным насосом), светодиодный головной свет, цифровая приборная панель, топовые регулируемые подвески KKE, KYB или SZC с прогрессией.
Эти байки полностью готовы к грязному любительскому эндуро!
Можно ли PROGASI назвать самыми лучшими мотоциклами 2022 года? За сколько сейчас можно купить надёжный китайский мотоцикл для хард эндуро? 
Сколько проживет китайский эндурик? Дорого ли стоит обслуживание эндуро мотоцикла?
Узнаешь в этом выпуске ;)
Всем приятного просмотра!";text;nashli-samyy-moshchnyy-endurik-2022-goda-obzor-mototsiklov-progasi;https://www.youtube.com/embed/JBpFhcTXi6Y
25059;Самые доступные эндурики 2022 года! Обзор мотоциклов ROCKOT;Y;"Вы что-нибудь слышали о китайских эндуро мотоциклах ROCKOT? Именно о них сегодня и пойдёт речь в нашем новом видео!
Мы рассмотрим новинки 2022 года от бренда ROCKOT
1. ROCKOT WR 300 OBSIDIAN на 177 моторе
2. ROCKOT R5 CYCLONE на 169 моторе
3. ROCKOT F5 RAPTOR на 172 моторе
4. ROCKOT ZX300 RED FURY на 177 моторе
5. Питбайк ROCKOT AXIS 140

Самый доступный на 169ом моторе Рокот Р5 Циклон и Ф5 Раптор на 172 моторе, байк для продвинутых райдеров Рокот 300 обсидиан (177MM) и мотоцикл для бешеного эндуро  Рокот мощностью 28лс.
Станут ли они самыми лучшими эндуриками от китайского производителя в 2022 году? Неужели китайцы скоро будут круче японцев? 
На технике ROCKOT установлены моторы водушного или водяного хлаждения, карбюраторы NIBBI RACING, регулируемые подвески KKE, резина для мягкого грунта Kenda, большие алюминиевые колёса 21/18. Эндурики ROCKOT в полной мере могут стать самыми крутыми китайскими эндуро мотоциклами!
Эти мотоциклы созданы для самых грязных участков эндуро, которые они без проблем смогут преодолеть.
Давайте же разберемся для чего созданы мотоциклы ROCKOT и насколько эти байки доступные!
Всем приятного просмотра!";text;samye-dostupnye-enduriki-2022-goda-obzor-mototsiklov-rockot;https://www.youtube.com/embed/TUnEQ_jyd-0
25060;ЧЕРНАЯ ПЯТНИЦА в PITLAND. Скидки на эндуро до 60к!;Y;"Стартовала черная пятница на китайскую технику в наших салонах ПИТЛЕНД
Успей купить любимый эндурик и питбайк по очень выгодной цене!
Техника, которая входит в акцию:
1. ROCKOT RAPTOR 250 (172FMM)
2. BRZ X6 300 (177MM)
3. ROCKOT ZX300 RED FURY (177MM)
4. PROGASI HARDCORE 450
5. ZUUM ROCKER 250 (172FMM)
6. PROGASI GAUDI 300 (174MN-3)
7. ROCKOT BASIC 140 
8. BRZ X5S 250 (172FMM)
9. ROCKOT WR 300 OBSIDIAN (177MM)
10. ROCKOT CYCLONE 250 (169FMM)
Все мотоциклы оснащены надёжными двигателями zongshen воздушного или водяного охлаждения, подвесками KYB-Tech или KKE, фрезерованными колёсами 21/18, покрышками с отличным зацепом, ну и конечно имеют очень приятную стоимость!";text;chernaya-pyatnitsa-v-pitland-skidki-na-enduro-do-60k;https://www.youtube.com/embed/P9XNm9RceSA
25061;Тюнинг китайца! Ставим Биг Бор 300сс на Avantis A5 Motard;Y;"Встречайте наш новый проект!
Мотоцикл AVANTIS A5 MOTARD с ПТС, на 172ом моторе и биг бором на 300сс!
Посмотрим как можно улучшить и по максимуму прокачать стоковый китайский двигатель Zongshen 172FMM. Этот мотор считается самым надежным среди китайских. Мощность двигателя 21лс, воздушное охлаждение, электростартер, кик-стартер - этого хватит тебе с головой как для эндуро, так и для езды по асфальту.
Но что если увеличить мощность до ~25лс? Что для этого нужно и сколько будет стоить доработка?
Вот список запчастей, которые использовались в доработке мотора:
1. Комплект ЦПГ, т.е. сам Биг Бор на 74мм (300сс)
2. Nibbi Racing PWK 32
3. Резиновый патрубок NIBBI, d=33мм
4. Трос газа

Ну а в следующей серии мы перейдем к настройкам карбюратора и клапанов! 
Следите! Этот проект будет очень интересным!
Ведь впереди нас ждет много вопросов: а если двигатель стуканет? Вдруг мотоцикл станет очень мощным и на нем будет некомфортно ездить? Или наоборот - эндурик станет идеальным мотоциклом для станта ;)";text;tyuning-kitaytsa-stavim-big-bor-300ss-na-avantis-a5-motard;https://www.youtube.com/embed/K-jXVH8FDYs
25062;Как сделать питбайк стильным? Клеим графику GTA на Apollo RXF Freeride 140;Y;"В этом видео мы покажем как правильно клеить графику/наклейки на пластик твоего питбайка или эндурика!
В качестве подопытного мы взяли питбайк Рушана - Apollo RXF Freeride 140 и виниловую графику Grand Theft Auto.

Для этой работы нам понадобится:
1. Сама графика, желательно виниловая
2. Строительный фен
3. Шпатель
4. Мыльный раствор

Зачем вообще нужна графика? Ну в первую очередь для стиля. Даже грязный байк будет круто выглядеть на финише со стилевой графикой ;) Во вторых - графика защищает пластик от ударов, летящих камней и пыли. И перед продажей тебе не придется менять пластик, нужно будет всего лишь переклеить графику, чтобы твой мотоцикл выглядел так же круто, как и раньше! 
Сейчас в продаже есть огромная вариация графики с оригинальным дизайном: будь это KTM или KAWASAKI, SUZUKI или GASGAS, ROCKSTAR или MONSTER ENERGY. 
Будь на стиле! Следи за состоянием своей техники, чтобы выделяться ;)";text;kak-sdelat-pitbayk-stilnym-kleim-grafiku-gta-na-apollo-rxf-freeride-140;https://www.youtube.com/embed/Td4s1aBhPPQ
25063;Лечим Мототоксикоз! Как подготовить себя и мотоцикл к зимнему сезону?;Y;"Сегодня мы разберем интересующие многих вопросы: как ездить зимой на мотоцикле? Как лечить мототоксикоз? Нужны ли шипы для езды зимой? Как выбрать экипировку для зимнего катания? Как развлечься зимой при наличии питбайка? Что такое дрифт трайк? 

Начнем с подготовки байка. Для этого нам понадобятся:
1. Вкручивающиеся шипы Kold Kutter или заводская шипованная резина Mitas
2. Муфты / варежки на руль
3. Замена жиклеров в карбюраторе (при необходимости)
И всё! Твой питбайк или эндурик готов к зимнему сезону!

Переходим к зимней экипировке. Для райдера нам понадобится:
1. Термобелье DragonFly
2. Защита тела / черепаха Fox Racing или Scoyco
3. Мотоботы и наколенники Leatt или Acerbis
4. Шлем и очки с двойной линзой 100% и Fly Racing";text;lechim-mototoksikoz-kak-podgotovit-sebya-i-mototsikl-k-zimnemu-sezonu;https://www.youtube.com/embed/a08v1J-2Sd8
25064;Из цеха на трассу. На что способен новый ZM 300cc Buster?;Y;"В этом видео вы увидите всё о байках ZM! От производства мотоциклов ZM до их испытания в жестких условиях!
Вся техника ZM оснащена только надежными и качественными комплектующими. Двигателями ZongShen 172, ZS177, ZS174-MN3, подвесками KYB и карбюраторами NIBBI RACING. А что насчет брака? Он тоже имеется, но такие детали идут в мусор! На байки ставятся только те запчасти, которые прошли контроль качества ;)
В сегодняшнем выпуске мы сделаем обзор на топовый эндурик ZM BUSTER 300, на котором Рушан поедет на эндуро стадион в Солнечногорск, чтобы испытать байк в жестких условиях. Стадион собрал в себе самые сложные препятствия: бревна, покрышки, трамплины-столы и различные трамплины. И спойлер: Рушана хватило не надолго!

В этом выпуске ты увидишь самое настоящее хард эндуро! Постоянные падения, скользкие бревна, курву от Рушана и конечно же бешеные эмоции!";text;iz-tsekha-na-trassu-na-chto-sposoben-novyy-zm-300cc-buster;https://www.youtube.com/embed/MrH9LzX3RzA
25065;Тюнинг китайца! Ставим лучший карбюратор для двигателя 300сс;Y;"Вторая серия проекта о тюнинге китайского эндурика!
Напоминаем, что в предыдущей серии в качестве подопытного мы выбрали мотоцикл AVANTIS A5 MOTARD с ПТС, на 172ом моторе и установили на него биг бор на 300сс!
Посмотрим как можно улучшить и по максимуму прокачать стоковый китайский двигатель Zongshen 172FMM. Этот мотор считается самым надежным среди китайских. Мощность двигателя 21лс, воздушное охлаждение, электростартер, кик-стартер - этого хватит тебе с головой как для эндуро, так и для езды по асфальту.
В этом выпуске мы будем ставить новый карбюратор для нашего байка с последующей его настройкой: подбор жиклеров, установка верного положения иглы, настройка поплавка и регулировка качества смеси.
Карбюратор, который мы будем тестить на нашем улучшенном моторе - NIBBI RACING PWK 34. Это один из самых лучших карбов для моторов ZS174 и ZS177.
Ну а в следующей серии мы поедем на диностенд, где узнаем насколько увеличилась мощность двигателя после установки биг бора и карбюратора с большим диаметром диффузора.
Следите! Этот проект будет очень интересным!
Ведь впереди нас ждет много вопросов: а если двигатель стуканет? Вдруг мотоцикл станет очень мощным и на нем будет некомфортно ездить? Или наоборот - эндурик станет идеальным мотоциклом для станта ;)";text;tyuning-kitaytsa-stavim-luchshiy-karbyurator-dlya-dvigatelya-300ss;https://www.youtube.com/embed/nyECl3bLw2o
25066;ЕЕ ПЕРВЫЙ РАЗ В МОТО МАГАЗИНЕ! Таня в ШОКЕ. Подбираем девушке первый мотоцикл и ЭНДУРО экипировку.;Y;"Когда девушка хочет стать мотоциклистом - это всегда для нее не просто. В этом выпуске мы немного пошалим и повеселимся, но и разберёмся, какой же все-таки первый мотоцикл лучше выбрать и покажем какую экипировку надо купить для начала, ведь шлем, мотоботы, наколенники, защита женской груди и прочая мото защита стоит не малых денег - но надо ли траться на первом этапе. Шлем Fox, Just 1 или O’neal и Джерси в стиле Louis Vuitton - будем выбирать!
Какой первый мотоцикл для девушки подойдет?
Большой круизер не лучший вариант для начала.
Самый подходящий вариант - это Питбайк JMC 125 SE на полуавтоматической коробке передач, простой и легкий или Скутер Vento в ретро стиле и с багажником или все же BSE Z1 компактный эндуро с ПТС или BSE Z3 250 кубовый эндуро мотоцикл с золотой графикой?

Мотоцикл для девушки и экипировка это не сложно , если ты выбираешь это в салонах PITLAND!";text;ee-pervyy-raz-v-moto-magazine-tanya-v-shoke-podbiraem-devushke-pervyy-mototsikl-i-enduro-ekipirovku;https://www.youtube.com/embed/4mdNYaxALzU
